"","X.1","X","Date","Name","Distance","Made","Block","H.A","SeasonPerc","Temp","Years.Exp.","Average.Dist.","Career.Avg.","newcol"
"428",428,428,"11/13/16","Steven Hauschka\HausSt00",27,"Y","N","Away",0.892,45,9,34.14,0.868,"NOT DOME"
"429",429,429,"11/13/16","Greg Zuerlein\ZuerGr00",38,"Y","N","Away",0.864,55,4,38.68,0.799,"NOT DOME"
"430",430,430,"11/13/16","Caleb Sturgis\SturCa00",44,"N","N","Home",0.854,54,3,37.63,0.81,"NOT DOME"
"431",431,431,"11/13/16","Matt Bryant\bryanmat01",53,"N","N","Away",0.919,54,15,37.3,0.858,"NOT DOME"
"432",432,432,"11/13/16","Jason Myers\MyerJa00",54,"Y","N","Home",0.794,71,1,42.82,0.824,"NOT DOME"
"433",433,433,"11/13/16","Phil Dawson\dawsophi01",49,"Y","N","Away",0.857,65,18,40.33,0.844,"DOME"
"434",434,434,"11/13/16","Josh Lambo\LambJo00",45,"Y","N","Home",0.813,84,1,36.38,0.813,"NOT DOME"
"435",435,435,"11/13/16","Andrew Franks\FranAn01",27,"Y","N","Away",0.762,84,1,32.86,0.784,"NOT DOME"
"436",436,436,"11/13/16","Chandler Catanzaro\CataCh00",19,"Y","N","Home",0.75,65,2,39.07,0.851,"DOME"
"437",437,437,"11/13/16","Chris Boswell\BoswCh00",39,"Y","N","Home",0.84,54,1,40.64,0.877,"NOT DOME"
"438",438,438,"11/13/16","Dan Bailey\BailDa00",37,"Y","N","Away",0.844,54,5,38.41,0.897,"NOT DOME"
"439",439,439,"11/13/16","Wil Lutz\LutzWi00",30,"Y","N","Home",0.824,65,0,37.53,0.842,"DOME"
"440",440,440,"11/13/16","Roberto Aguayo\AguaRo00",30,"Y","N","Home",0.71,77,0,36.68,0.713,"NOT DOME"
"441",441,441,"11/13/16","Mason Crosby\CrosMa20",38,"Y","N","Away",0.867,55,9,35.4,0.804,"NOT DOME"
"442",442,442,"11/13/16","Brandon McManus\McMaBr01",42,"N","N","Away",0.853,65,2,37.88,0.821,"DOME"
"443",443,443,"11/13/16","Steven Hauschka\HausSt00",41,"Y","N","Away",0.892,45,9,34.14,0.868,"NOT DOME"
"444",444,444,"11/13/16","Caleb Sturgis\SturCa00",25,"Y","N","Home",0.854,54,3,37.63,0.81,"NOT DOME"
"445",445,445,"11/13/16","Cairo Santos\SantCa01",36,"Y","N","Away",0.886,48,2,35.63,0.843,"NOT DOME"
"446",446,446,"11/13/16","Nick Novak\novaknic01",50,"N","N","Away",0.854,71,9,36.78,0.828,"NOT DOME"
"447",447,447,"11/13/16","Dustin Hopkins\HopkDu00",37,"Y","N","Home",0.81,55,2,36.9,0.845,"NOT DOME"
"448",448,448,"11/13/16","Greg Zuerlein\ZuerGr00",20,"Y","N","Away",0.864,55,4,38.68,0.799,"NOT DOME"
"449",449,449,"11/13/16","Matt Bryant\bryanmat01",43,"Y","N","Away",0.919,54,15,37.3,0.858,"NOT DOME"
"450",450,450,"11/13/16","Chris Boswell\BoswCh00",25,"Y","N","Home",0.84,54,1,40.64,0.877,"NOT DOME"
"451",451,451,"11/13/16","Dan Bailey\BailDa00",46,"Y","N","Away",0.844,54,5,38.41,0.897,"NOT DOME"
"452",452,452,"11/13/16","Ryan Succop\SuccRy44",51,"Y","N","Home",0.917,55,7,39.33,0.831,"NOT DOME"
"453",453,453,"11/13/16","Brandon McManus\McMaBr01",37,"Y","N","Away",0.853,65,2,37.88,0.821,"DOME"
"454",454,454,"11/13/16","Caleb Sturgis\SturCa00",48,"Y","N","Home",0.854,54,3,37.63,0.81,"NOT DOME"
"455",455,455,"11/13/16","Chandler Catanzaro\CataCh00",39,"Y","N","Home",0.75,65,2,39.07,0.851,"DOME"
"456",456,456,"11/13/16","Mason Crosby\CrosMa20",29,"Y","N","Away",0.867,55,9,35.4,0.804,"NOT DOME"
"457",457,457,"11/13/16","Cairo Santos\SantCa01",37,"Y","N","Away",0.886,48,2,35.63,0.843,"NOT DOME"
"458",458,458,"11/13/16","Brandon McManus\McMaBr01",50,"Y","N","Away",0.853,65,2,37.88,0.821,"DOME"
"459",459,459,"11/13/16","Dustin Hopkins\HopkDu00",28,"Y","N","Home",0.81,55,2,36.9,0.845,"NOT DOME"
"460",460,460,"11/13/16","Steven Hauschka\HausSt00",31,"Y","N","Away",0.892,45,9,34.14,0.868,"NOT DOME"
"461",461,461,"11/13/16","Greg Zuerlein\ZuerGr00",34,"Y","N","Away",0.864,55,4,38.68,0.799,"NOT DOME"
"462",462,462,"11/13/16","Caleb Sturgis\SturCa00",29,"Y","N","Home",0.854,54,3,37.63,0.81,"NOT DOME"
"463",463,463,"11/13/16","Matt Bryant\bryanmat01",46,"Y","N","Away",0.919,54,15,37.3,0.858,"NOT DOME"
"464",464,464,"11/13/16","Jason Myers\MyerJa00",44,"Y","N","Home",0.794,71,1,42.82,0.824,"NOT DOME"
"465",465,465,"11/13/16","Phil Dawson\dawsophi01",53,"Y","N","Away",0.857,65,18,40.33,0.844,"DOME"
"466",466,466,"11/13/16","Graham Gano\GanoGr44",42,"Y","N","Home",0.789,48,7,40.61,0.8,"NOT DOME"
"467",467,467,"11/13/16","Cairo Santos\SantCa01",47,"Y","N","Away",0.886,48,2,35.63,0.843,"NOT DOME"
"468",468,468,"11/10/16","Justin Tucker\TuckJu00",40,"Y","N","Home",0.974,52,4,41.95,0.899,"NOT DOME"
"469",469,469,"11/10/16","Justin Tucker\TuckJu00",25,"Y","N","Home",0.974,52,4,41.95,0.899,"NOT DOME"
"470",470,470,"11/7/16","Dan Carpenter\CarpDa44",31,"Y","N","Away",0.76,60,8,36.16,0.84,"NOT DOME"
"471",471,471,"11/7/16","Steven Hauschka\HausSt00",49,"Y","N","Home",0.892,63,9,34.14,0.868,"NOT DOME"
"472",472,472,"11/7/16","Dan Carpenter\CarpDa44",54,"N","N","Away",0.76,63,8,36.16,0.84,"NOT DOME"
"473",473,473,"11/6/16","Greg Zuerlein\ZuerGr00",25,"Y","N","Home",0.864,60,4,38.68,0.799,"NOT DOME"
"474",474,474,"11/6/16","Caleb Sturgis\SturCa00",26,"Y","N","Away",0.854,72,3,37.63,0.81,"NOT DOME"
"475",475,475,"11/6/16","Phil Dawson\dawsophi01",48,"Y","N","Home",0.857,72,18,40.33,0.844,"NOT DOME"
"476",476,476,"11/6/16","Cody Parkey\ParkCo03",31,"Y","N","Home",0.8,56,2,37.6,0.846,"NOT DOME"
"477",477,477,"11/6/16","Graham Gano\GanoGr44",48,"N","N","Away",0.789,67,7,40.61,0.8,"NOT DOME"
"478",478,478,"11/6/16","Cairo Santos\SantCa01",51,"Y","N","Home",0.886,65,2,35.63,0.843,"DOME"
"479",479,479,"11/6/16","Josh Lambo\LambJo00",23,"Y","N","Home",0.813,67,1,36.38,0.813,"NOT DOME"
"480",480,480,"11/6/16","Sebastian Janikowski\janikseb01",48,"N","N","Home",0.829,67,16,38.54,0.804,"NOT DOME"
"481",481,481,"11/6/16","Andrew Franks\FranAn01",33,"Y","N","Home",0.762,60,1,32.86,0.784,"NOT DOME"
"482",482,482,"11/6/16","Blair Walsh\WalsBl00",46,"N","Y","Home",0.75,60,4,38.88,0.845,"NOT DOME"
"483",483,483,"11/6/16","Justin Tucker\TuckJu00",42,"Y","N","Home",0.974,60,4,41.95,0.899,"NOT DOME"
"484",484,484,"11/6/16","Nick Folk\FolkNi20",21,"Y","N","Away",0.871,72,9,33.97,0.813,"NOT DOME"
"485",485,485,"11/6/16","Wil Lutz\LutzWi00",55,"N","N","Away",0.824,72,0,37.53,0.842,"NOT DOME"
"486",486,486,"11/6/16","Mason Crosby\CrosMa20",27,"Y","N","Home",0.867,79,9,35.4,0.804,"NOT DOME"
"487",487,487,"11/6/16","Brandon McManus\McMaBr01",44,"Y","N","Away",0.853,65,2,37.88,0.821,"DOME"
"488",488,488,"11/6/16","Matt Prater\PratMa20",53,"Y","N","Away",0.861,65,10,40.17,0.831,"DOME"
"489",489,489,"11/6/16","Graham Gano\GanoGr44",37,"Y","N","Away",0.789,68,7,40.61,0.8,"NOT DOME"
"490",490,490,"11/6/16","Cairo Santos\SantCa01",36,"Y","N","Home",0.886,68,2,35.63,0.843,"NOT DOME"
"491",491,491,"11/6/16","Greg Zuerlein\ZuerGr00",55,"N","N","Home",0.864,79,4,38.68,0.799,"NOT DOME"
"492",492,492,"11/6/16","Caleb Sturgis\SturCa00",40,"N","Y","Away",0.854,79,3,37.63,0.81,"NOT DOME"
"493",493,493,"11/6/16","Phil Dawson\dawsophi01",49,"Y","N","Home",0.857,67,18,40.33,0.844,"NOT DOME"
"494",494,494,"11/6/16","Cairo Santos\SantCa01",26,"Y","N","Home",0.886,67,2,35.63,0.843,"NOT DOME"
"495",495,495,"11/6/16","Sebastian Janikowski\janikseb01",29,"Y","N","Home",0.829,57,16,38.54,0.804,"NOT DOME"
"496",496,496,"11/6/16","Blair Walsh\WalsBl00",33,"Y","N","Home",0.75,57,4,38.88,0.845,"NOT DOME"
"497",497,497,"11/6/16","Justin Tucker\TuckJu00",49,"Y","N","Home",0.974,74,4,41.95,0.899,"NOT DOME"
"498",498,498,"11/6/16","Nick Folk\FolkNi20",23,"Y","N","Away",0.871,60,9,33.97,0.813,"NOT DOME"
"499",499,499,"11/6/16","Wil Lutz\LutzWi00",26,"Y","N","Away",0.824,68,0,37.53,0.842,"NOT DOME"
"500",500,500,"11/6/16","Mason Crosby\CrosMa20",48,"N","","Home",0.867,68,9,35.4,0.804,"NOT DOME"
